Compound ID,Attrition Resistance,Thermal Stability,Average Particle Size,Particle Size Distribution (%),Density,Rare Earth Oxides (%),Catalyst Surface Area ,Micropore Surface Area ,Zeolite Surface Area ,X-Ray Fluorescence (a.u.),Cost 
CMPD-1223,92.6042,732.7838,93.7415,11.8626,1.093,0.8394,223.3773,61.62,128.5662,0.4147,13.467
CMPD-1224,85.6512,718.7966,93.4966,12.0198,1.1013,0.8463,235.1282,63.4242,116.5438,0.4189,14.2418
CMPD-1225,94.5283,694.4989,75.8847,16.0715,1.3878,1.4644,203.6833,68.044,53.6771,0.8655,18.2425
CMPD-1226,95.8352,740.9143,75.4117,15.5759,1.3421,1.5616,205.4019,71.1164,52.0671,0.8747,20.0215
CMPD-1227,81.7462,620.537,104.9652,21.2662,1.4599,1.9827,180.3228,80.8197,73.0286,0.7775,14.2672
CMPD-1228,81.9743,656.3692,100.2454,24.4811,1.2188,1.6777,165.0391,62.168,128.5023,0.159,26.0092
CMPD-1229,92.6792,818.3455,60.9467,19.7118,1.1992,1.4511,106.6721,105.8793,80.1881,0.8564,43.9637
CMPD-1230,83.4685,636.8715,92.6047,21.398,1.5071,1.8495,187.7222,85.2113,71.1539,0.8635,14.3605
CMPD-1231,89.2056,607.5531,94.4983,20.9403,1.5138,1.981,189.4667,84.602,74.3409,0.8531,13.3419
CMPD-1232,84.0072,589.4286,97.8577,21.532,1.5133,2.0302,185.6611,80.3167,71.9092,0.8757,14.2065
CMPD-1233,97.2576,710.2851,74.59,15.7745,1.4374,1.5386,219.1699,69.3669,52.4985,0.8314,18.5038
CMPD-1234,89.6768,727.6481,90.783,11.3399,1.0711,0.8702,199.5705,62.7302,110.4366,0.3979,13.6196
CMPD-1235,89.9397,690.9304,94.3269,11.5185,1.104,0.8874,234.2692,56.2061,113.7165,0.4076,13.5885
CMPD-1236,83.3097,650.109,92.2051,25.3149,1.2062,1.6318,161.0995,61.0787,131.072,0.1578,25.4033
CMPD-1237,78.584,630.4244,93.7091,22.0285,1.4839,2.07,182.4987,79.9209,74.909,0.8599,13.5858
CMPD-1238,94.2032,699.377,69.6844,15.1969,1.4053,1.4318,220.398,70.4351,52.5021,0.8517,18.5864
CMPD-1239,95.1398,730.982,89.894,12.9902,1.1644,0.8429,240.2041,58.5214,111.2586,0.409,14.5073
CMPD-1240,95.3245,843.9719,92.6803,15.6242,1.0463,3.4556,255.172,146.1493,193.008,0.4549,12.2784
CMPD-1241,97.5315,829.48,97.3877,16.4693,1.0981,3.472,270.9999,140.1944,187.1112,0.4443,12.1833
CMPD-1242,97.3932,660.5537,57.0146,19.7672,1.3838,3.6063,244.2419,105.5862,109.9047,0.7095,42.8632
CMPD-1243,81.1072,587.4184,98.4968,21.301,1.4654,1.856,195.1941,83.2651,76.1145,0.864,13.7845
CMPD-1244,83.8882,656.8967,97.4907,24.3908,1.2274,1.598,163.1362,61.8752,122.7405,0.1544,25.9501
CMPD-1245,96.7195,835.6808,95.054,15.5046,1.0855,3.2918,265.6192,144.9673,185.7362,0.4293,12.7658
CMPD-1246,76.8207,648.4396,97.0316,23.5566,1.1939,1.5031,156.8618,60.0508,122.3676,0.1536,25.5367
CMPD-1247,90.0004,812.3049,60.3593,21.449,1.195,1.5052,109.1701,114.3011,85.4883,0.856,43.3799
CMPD-1248,92.0205,859.5313,96.4732,16.017,1.0701,3.469,265.532,146.208,186.1638,0.4183,12.9842
CMPD-1249,91.1041,671.2935,95.2513,12.0294,1.064,0.8574,241.5907,61.1108,112.9476,0.428,14.0482
CMPD-1250,86.5756,860.8963,63.0308,20.5922,1.2131,1.3715,107.9359,107.0888,81.0132,0.9016,45.5429
CMPD-1251,90.49,820.8144,98.4002,16.1062,1.0803,3.4833,251.7052,142.5549,189.5372,0.4416,12.6165
CMPD-1252,82.7223,713.5229,60.212,16.1267,1.029,3.3292,314.3331,54.4102,83.4851,0.8805,43.7638
CMPD-1253,93.1545,795.2978,60.2794,20.9272,1.1289,1.4096,104.9968,107.678,85.5229,0.843,44.9866
CMPD-1254,94.172,813.8299,94.9493,16.6054,1.0874,3.5677,258.6107,143.0695,185.3096,0.4634,11.891
CMPD-1255,97.4207,703.1821,71.0651,14.0898,1.3792,1.5271,213.857,68.7539,55.2664,0.8251,20.099
CMPD-1256,89.3861,866.4482,92.8099,17.5618,1.0657,3.6308,255.6506,141.2169,182.0948,0.4298,11.8705
CMPD-1257,88.5905,833.4651,62.5552,21.1122,1.2407,1.3876,105.9078,108.9394,85.0855,0.8729,43.6435
CMPD-1258,82.8786,639.4791,101.055,24.0687,1.1897,1.6512,156.0397,60.1451,126.1667,0.1392,25.297
CMPD-1259,82.8707,737.1982,62.7291,15.3443,1.0714,3.3282,292.3915,50.748,83.8263,0.8614,43.4022
CMPD-1260,94.3632,846.0226,94.9344,16.0351,1.0665,3.32,268.6673,139.1012,187.7421,0.4452,11.8837
CMPD-1261,81.6776,588.7922,95.4001,22.2485,1.5108,1.8841,190.4732,80.7141,71.3679,0.8761,13.6161
CMPD-1262,90.4485,724.2042,95.1387,11.3575,1.1711,0.8856,248.7976,59.7833,107.4258,0.4237,14.0712
CMPD-1263,96.1638,819.7131,94.0364,16.3101,0.9897,3.4465,269.0931,138.3479,196.8753,0.4524,11.913
CMPD-1264,93.7289,670.3856,71.5903,15.107,1.3537,1.5194,225.6795,67.7769,52.2466,0.8481,19.3118
CMPD-1265,78.8436,602.2517,98.918,22.8394,1.1453,1.5436,169.352,60.8885,131.5626,0.1493,26.0221
CMPD-1266,95.4937,853.0059,95.9824,15.5483,1.0564,3.5472,270.0965,139.8019,188.0676,0.4456,12.3273
CMPD-1267,78.2526,761.6968,59.1249,15.8414,1.0798,3.2362,284.3495,51.944,73.2446,0.9104,42.7405
CMPD-1268,96.7995,663.4089,59.2084,19.3663,1.3149,3.4872,241.4194,111.0986,110.4383,0.7591,41.3148
CMPD-1269,93.7242,694.5743,60.3739,19.891,1.4473,3.5511,245.4398,106.9633,114.3177,0.7005,40.7717
CMPD-1270,83.8695,611.9221,94.3772,21.5186,1.5054,1.8813,194.9228,79.8766,71.3034,0.8542,14.3822
CMPD-1271,82.7365,643.5812,98.7051,23.2245,1.2114,1.6282,168.6951,60.6463,127.1006,0.1521,25.7626
CMPD-1272,94.5008,706.7346,73.0488,15.5832,1.3377,1.4686,226.9411,74.2301,52.3199,0.8266,19.8423
CMPD-1273,90.2916,815.4818,63.3768,21.06,1.1823,1.4049,105.5126,104.2913,81.7756,0.8714,43.4584
CMPD-1274,82.983,591.6907,102.5856,21.5965,1.4878,2.0001,180.8684,83.3304,71.2686,0.8061,14.5115
CMPD-1275,81.4927,733.024,61.1097,17.0588,1.0255,3.229,284.3989,55.7493,80.7442,0.9294,41.5359
CMPD-1276,80.6476,615.4144,97.0741,24.9836,1.2236,1.6276,166.1468,62.3637,126.5728,0.1563,25.252
CMPD-1277,78.4665,668.0936,94.5904,23.9766,1.1775,1.6423,172.5907,60.3454,122.4186,0.1509,25.0427
CMPD-1278,97.5421,667.9032,56.1768,19.5018,1.3691,3.6446,244.8344,105.0061,101.4434,0.7168,41.0784
CMPD-1279,82.4938,597.5039,102.3195,22.0101,1.5158,1.8545,185.5642,81.6844,73.855,0.9052,13.9415
CMPD-1280,87.8031,751.375,59.284,20.9778,1.1739,1.3827,104.1144,114.1244,85.5186,0.9822,44.128
CMPD-1281,99.1248,650.9412,54.3678,19.4896,1.38,3.5034,233.3745,108.7838,108.4405,0.7335,42.8324
CMPD-1282,95.791,729.2492,89.902,12.2364,1.0966,0.8722,242.0745,61.1912,109.3152,0.4207,14.3247
CMPD-1283,97.6978,703.0054,55.8937,19.4988,1.3328,3.4183,232.2938,109.5084,108.6055,0.7227,42.4174
CMPD-1284,94.4132,705.411,75.1014,15.1421,1.3527,1.4749,228.0865,69.1912,54.548,0.8533,19.6355
CMPD-1285,91.6522,709.286,95.8188,12.3195,1.1308,0.867,224.4452,61.5054,112.2638,0.3982,14.735
CMPD-1286,82.7737,565.6208,95.2543,21.4186,1.4724,2.0039,192.589,82.8191,77.8676,0.8229,13.7442
CMPD-1287,82.2466,608.5363,99.9586,22.7027,1.1761,1.6257,157.7037,61.4223,121.1682,0.1532,24.8423
CMPD-1288,80.9725,739.5659,57.5478,16.4722,1.0095,3.4566,301.7644,52.4272,83.812,0.9037,41.562
CMPD-1289,96.2496,678.9939,56.488,19.8765,1.3739,3.3916,241.1364,107.3588,109.4631,0.7055,40.0062
CMPD-1290,81.3784,756.9584,58.0903,15.8186,1.028,3.3223,295.8785,53.7388,78.6038,0.887,42.3076
CMPD-1291,93.905,664.7533,56.9834,20.1265,1.3207,3.5395,223.2246,103.2799,109.1954,0.7456,39.8704
CMPD-1292,91.8858,816.1823,64.8475,21.3299,1.156,1.4807,103.1482,108.8812,87.1929,0.8637,44.0649
CMPD-1293,82.3744,655.8954,100.0033,24.2528,1.1762,1.6092,164.3652,62.4228,123.5134,0.1476,24.8478
CMPD-1294,82.1143,658.8256,98.3782,23.0867,1.2232,1.5675,162.6647,58.5287,121.4366,0.1467,26.2236
CMPD-1295,100.7552,681.9503,71.9108,14.7905,1.3891,1.4805,217.6826,69.065,52.7514,0.8322,19.8074
CMPD-1296,97.1066,720.4007,56.2832,18.8734,1.4053,3.3276,250.5705,110.7558,112.4077,0.7192,40.5529
CMPD-1297,90.5029,825.9103,63.7916,21.0585,1.1416,1.3736,105.1095,114.8836,84.0023,0.8387,43.5322
CMPD-1298,90.0616,790.1704,61.7258,20.9938,1.1693,1.3915,107.3109,106.8023,83.6204,0.8511,43.8018
CMPD-1299,100.5468,699.7332,71.6492,15.8301,1.2679,1.4774,211.3635,70.6381,54.689,0.8586,19.0006
CMPD-1300,89.2791,824.2083,60.6533,20.2419,1.2767,1.4652,108.777,112.1173,82.6681,0.8859,44.1688
CMPD-1301,91.1555,863.5133,87.8376,16.5225,1.094,3.4942,260.4544,139.1251,182.9957,0.453,12.7041
CMPD-1302,80.5598,641.8479,96.8364,25.1159,1.2053,1.5869,168.0243,61.4256,120.8526,0.1482,24.4624
CMPD-1303,92.7121,700.984,71.3511,14.5312,1.2813,1.6035,215.3279,76.8173,55.3077,0.8473,17.7072
CMPD-1304,80.3737,740.2188,58.1731,15.764,1.0432,3.3921,317.1976,53.0704,81.2268,0.9011,41.5309
CMPD-1305,98.5409,695.794,73.2049,14.8326,1.3176,1.5009,236.8364,66.3012,56.1588,0.84,19.2548
CMPD-1306,83.234,712.888,60.9642,15.5637,1.05,3.1818,304.7615,52.4622,80.038,0.9251,40.5545
CMPD-1307,84.6309,710.8097,56.5799,16.6113,1.0872,3.3498,304.851,55.6803,80.7837,0.9312,43.5939
CMPD-1308,91.0464,826.9083,86.7387,15.6882,1.0346,3.4377,273.9224,145.3095,190.8486,0.4614,12.1764
CMPD-1309,98.3768,668.247,73.3544,15.8422,1.3834,1.5119,213.8496,69.1399,52.6303,0.8256,19.4925
CMPD-1310,82.5846,593.2615,91.7877,22.3795,1.3159,1.9444,175.5328,82.4002,71.5135,0.8848,14.1484
CMPD-1311,92.1536,658.2945,58.1187,19.0765,1.4085,3.4845,229.613,109.4244,114.2441,0.6932,42.7961
CMPD-1312,96.2188,667.1609,56.6094,20.2717,1.3676,3.597,229.5464,108.3422,116.7643,0.7451,41.8492
CMPD-1313,91.7172,799.4067,63.8491,20.282,1.2073,1.4374,104.2102,110.2034,78.757,0.8324,46.03
CMPD-1314,89.0734,680.4171,56.2297,19.8874,1.3415,3.5452,235.3619,109.2618,108.6858,0.7269,41.4902
CMPD-1315,87.9497,677.5027,98.2817,24.1031,1.1843,1.6839,160.6529,62.6038,125.1538,0.1423,25.5518
CMPD-1316,91.2547,689.03,74.1552,14.9008,1.4074,1.5371,226.8655,65.252,51.1745,0.8231,19.7049
CMPD-1317,97.275,869.5807,92.0355,14.7359,1.089,3.705,270.7799,140.3805,192.1151,0.4612,12.5059
CMPD-1318,86.6961,787.828,62.0577,20.9397,1.2037,1.4073,99.4324,109.3976,80.5421,0.8642,46.2855
CMPD-1319,81.0165,624.6808,100.0812,20.3529,1.4038,2.1201,177.3327,82.1238,74.3586,0.8734,13.8898
CMPD-1320,93.1857,682.3638,91.7345,12.1408,1.1555,0.8507,229.4425,62.7491,117.4037,0.4102,14.0538
CMPD-1321,92.9301,715.7637,88.1016,12.5284,1.1138,0.8648,233.9296,60.9661,118.0661,0.4317,14.2022
CMPD-1322,91.4245,687.245,92.6028,12.5517,1.1177,0.8273,239.3907,58.7327,111.5048,0.4349,13.7676
CMPD-1323,94.5187,828.0081,103.4808,16.1621,1.0584,3.3812,276.4829,139.9913,192.3783,0.4465,12.4427
CMPD-1324,92.3717,661.0733,56.0814,19.959,1.3838,3.4324,242.2461,114.4339,108.4939,0.773,43.9166
CMPD-1325,94.3472,854.9539,94.8527,16.2789,1.0335,3.5847,261.3773,138.1654,184.8564,0.4395,12.8465
CMPD-1326,94.4182,863.973,90.8294,16.0813,1.0491,3.6115,268.0643,140.2243,189.8347,0.4399,12.5412
CMPD-1327,91.2517,701.9346,92.87,11.9833,1.1141,0.8709,242.5558,63.7861,118.897,0.4511,13.4813
CMPD-1328,92.3728,853.4439,96.1812,15.8698,1.012,3.4199,270.2186,143.2008,178.0937,0.44,12.3322
CMPD-1329,93.8559,735.2899,90.2517,12.4735,1.0825,0.8429,244.8325,57.2442,111.5486,0.4155,14.2606
CMPD-1330,102.2365,682.2154,56.0548,19.8857,1.3924,3.5661,251.7083,105.6535,110.3028,0.7531,40.8224
CMPD-1331,95.7154,651.0984,76.1726,15.4659,1.3351,1.4971,213.6905,70.3625,52.7234,0.8559,18.7539
CMPD-1332,101.6675,709.4183,71.4315,15.8662,1.3966,1.5285,210.7239,67.6163,52.2406,0.8535,18.665
CMPD-1333,76.3255,724.7297,57.7096,16.7873,1.0664,3.332,292.1985,50.1551,79.9534,0.9214,41.607
CMPD-1334,90.9507,874.4143,97.7606,15.0074,1.0759,3.5747,281.0851,142.9104,187.2363,0.4451,13.1838
CMPD-1335,92.3129,816.7027,95.0021,16.6315,1.0425,3.3493,269.9021,144.9446,185.171,0.4424,11.5341
CMPD-1336,94.5762,706.069,70.2913,15.6021,1.2952,1.4927,217.1748,68.7462,55.794,0.8732,20.0254
CMPD-1337,82.6752,645.6153,99.2668,24.3838,1.1861,1.5683,170.6823,59.6132,125.5662,0.1488,24.3581
CMPD-1338,95.7191,740.7508,94.9226,12.0069,1.1455,0.858,235.8799,61.4694,114.9745,0.4194,13.5957
CMPD-1339,87.6639,856.0365,62.9958,21.3196,1.2312,1.4566,103.5315,111.791,84.4714,0.8605,43.3153
CMPD-1340,90.6889,822.9287,62.086,21.4504,1.1947,1.4317,109.3451,104.3544,86.9717,0.8139,47.1759
CMPD-1341,95.2575,676.1114,52.789,20.0809,1.4233,3.4179,226.3805,101.8273,106.518,0.6871,41.8161
CMPD-1342,83.539,810.6062,60.3135,21.02,1.16,1.4095,104.6363,110.4175,83.1198,0.8314,43.9042
CMPD-1343,92.0477,692.0483,55.4543,21.3653,1.378,3.3719,220.7238,104.4488,114.7971,0.6911,42.9999
CMPD-1344,95.2211,799.7902,93.9278,16.3519,1.0373,3.6134,261.8018,148.8359,194.3278,0.4307,12.478
CMPD-1345,89.4847,834.1875,65.2184,21.4591,1.2144,1.4037,103.8804,103.6285,82.1637,0.875,42.5192
CMPD-1346,84.5339,677.8408,103.8696,22.8376,1.199,1.5509,171.6034,61.1993,130.5273,0.1459,24.7382
CMPD-1347,96.3458,684.8446,71.6326,15.4828,1.3472,1.5133,225.1742,67.0218,53.0461,0.8436,17.8886
CMPD-1348,83.1034,773.5722,61.8933,16.2229,1.0537,3.325,293.377,53.161,79.4642,0.9077,42.1854
CMPD-1349,94.1717,636.5266,58.2065,19.841,1.4369,3.4944,240.6869,107.2498,110.5456,0.7294,39.6189
CMPD-1350,87.302,814.4895,63.1451,21.3614,1.164,1.3836,96.5345,111.6853,79.4543,0.8434,45.6791
CMPD-1351,97.1044,686.8232,58.8151,20.4185,1.2926,3.5789,240.5229,113.6403,105.6025,0.7047,43.8329
CMPD-1352,99.1557,680.2004,70.0939,15.2052,1.3961,1.4568,217.9482,69.2468,54.0984,0.8542,19.3138
CMPD-1353,93.0962,715.0285,90.9748,12.1812,1.0555,0.8817,235.6709,63.484,110.9109,0.4315,13.3212
CMPD-1354,95.7888,687.6414,55.6272,19.4215,1.3731,3.5997,248.1838,111.2172,111.6088,0.7319,41.1362
CMPD-1355,81.7894,632.2138,102.0463,21.599,1.4631,1.8946,191.6257,85.1942,72.5038,0.9012,14.23
CMPD-1356,91.9905,688.7016,54.7116,19.6483,1.367,3.7089,238.8243,105.773,111.5059,0.7325,42.9537
CMPD-1357,94.7309,696.5943,56.999,19.2886,1.3287,3.4433,235.7646,108.9697,110.9109,0.7023,37.2109
CMPD-1358,92.651,817.7542,61.4872,21.0333,1.2377,1.4135,105.1218,104.7906,87.7057,0.8709,41.6631
CMPD-1359,85.5833,817.557,62.1266,21.6211,1.2284,1.3649,105.8256,108.4932,81.7623,0.862,44.1451
CMPD-1360,91.0505,703.0619,75.5811,15.8585,1.3814,1.4936,213.3572,68.1648,53.4271,0.8686,18.534
CMPD-1361,86.2373,608.9936,101.1221,21.4105,1.5016,1.9532,190.7427,81.3117,72.0428,0.9074,14.0122
CMPD-1362,77.9686,590.9716,102.691,21.3002,1.3944,1.8538,186.5198,80.3166,73.6601,0.8301,14.4107
CMPD-1363,87.7324,832.9909,61.6855,20.8478,1.2211,1.432,111.3634,106.8949,84.4839,0.8437,43.5492
CMPD-1364,82.6992,723.2192,59.9193,15.5663,1.0557,3.2071,296.1158,54.1802,76.3815,0.9808,41.3051
CMPD-1365,92.7728,708.4515,93.9471,12.2419,1.1016,0.87,236.6296,62.5589,115.5814,0.4276,13.7685
CMPD-1366,92.7416,822.2339,61.6423,21.5996,1.1481,1.4564,110.8705,106.0548,81.6149,0.8621,45.3453
CMPD-1367,82.2598,706.3976,61.2975,16.848,1.0287,3.2847,299.5948,54.2076,80.511,0.8159,42.3259
CMPD-1368,96.1514,797.4817,96.4338,16.0149,1.0382,3.4435,253.4911,132.5563,195.8971,0.4527,13.0839
CMPD-1369,91.8318,673.7088,55.1862,20.5699,1.4008,3.528,241.3066,109.5224,107.1022,0.6844,42.3653
CMPD-1370,84.4758,664.4127,99.794,23.7664,1.236,1.6544,169.4609,61.1422,128.2141,0.1509,26.0648
CMPD-1371,89.664,852.8354,63.1332,20.6903,1.1672,1.4156,113.0478,104.0698,88.9645,0.8551,43.6444
CMPD-1372,85.3612,615.9793,101.0736,22.3307,1.5121,1.9249,185.5874,85.651,76.4227,0.9254,13.991
CMPD-1373,94.5536,847.063,91.8488,15.5839,1.0227,3.6018,253.3332,143.33,189.0895,0.4501,12.6205
CMPD-1374,82.517,632.8935,95.0444,23.2705,1.2153,1.6293,162.6002,58.6318,120.3584,0.1511,25.4796
CMPD-1375,83.3169,632.2196,89.1892,21.1348,1.4782,2.0631,188.9567,80.0547,68.1461,0.8497,14.6236
CMPD-1376,91.2584,800.1981,61.0338,20.9703,1.1896,1.4264,106.0592,110.5327,80.9993,0.8961,44.7812
CMPD-1377,80.4518,632.2858,96.2022,24.1855,1.1948,1.6083,165.2731,60.8923,128.7689,0.1516,24.9017
CMPD-1378,90.3172,808.306,66.6199,20.1701,1.1884,1.4186,111.842,112.3862,84.4018,0.8413,44.3788
CMPD-1379,87.5568,822.5389,62.6673,21.681,1.1698,1.4201,107.4114,108.4648,84.1337,0.8607,46.042
CMPD-1380,89.3451,806.734,97.4984,15.9735,1.032,3.3389,273.1574,145.7188,188.7783,0.4729,12.2212
CMPD-1381,90.4276,779.3895,94.91,16.8735,1.0674,3.6346,259.0801,143.1431,193.1522,0.4553,12.0393
CMPD-1382,93.4415,700.9543,73.5775,15.2954,1.3488,1.496,218.4455,73.2539,55.5833,0.8855,18.6614
CMPD-1383,89.0671,799.6656,93.3851,15.5854,1.0816,3.5464,255.9117,134.5813,186.9032,0.4562,13.0853
CMPD-1384,88.1627,813.7771,60.5568,20.4809,1.1811,1.5115,105.5257,108.9675,81.0977,0.8384,42.323
CMPD-1385,98.0222,751.2693,94.0161,12.4277,1.0722,0.8833,231.2849,64.5149,110.8083,0.4232,13.116
CMPD-1386,80.3286,745.0658,60.2077,16.6655,1.0615,3.4636,302.7198,53.2332,82.5357,0.8829,42.7093
CMPD-1387,89.7524,720.5923,93.1515,11.5653,1.1147,0.8828,233.2587,61.6571,117.302,0.4218,13.7779
CMPD-1388,98.7829,818.4205,90.5329,16.5,1.1155,3.5595,274.3299,138.9381,178.7403,0.4456,12.7501
CMPD-1389,95.8826,825.3743,95.1751,16.1228,1.048,3.5333,261.3189,143.9334,174.7806,0.4528,12.2514
CMPD-1390,95.4846,666.9355,55.9162,20.9782,1.3741,3.5645,236.1823,107.1705,116.2752,0.6944,38.0133
CMPD-1391,99.4046,707.0148,56.5921,19.6323,1.3201,3.5917,240.7899,109.8617,112.1831,0.7342,43.7584
CMPD-1392,94.9871,703.2909,85.1239,11.8178,1.1121,0.8628,232.0058,63.187,117.7047,0.435,14.1477
CMPD-1393,96.0763,801.7444,96.1376,15.3477,1.1002,3.4355,255.4982,134.2658,191.6558,0.4612,12.366
CMPD-1394,83.854,724.2226,63.595,15.5443,1.0514,3.3168,288.3535,52.2704,79.6415,0.8579,41.3483
CMPD-1395,92.8185,691.3249,95.3267,12.0467,1.1508,0.9285,222.1707,66.3895,113.6342,0.4109,13.4884
CMPD-1396,89.9449,819.3816,61.9035,21.3548,1.1596,1.5071,102.2111,111.945,80.5488,0.8641,45.5107
CMPD-1397,88.7956,691.5812,92.5357,12.0158,1.093,0.8301,234.6642,63.154,111.6979,0.4097,13.8048
CMPD-1398,94.7526,680.269,55.7581,19.8651,1.4059,3.6392,240.7467,109.7591,107.1435,0.7283,40.7733
CMPD-1399,96.3903,840.1926,93.9093,15.9965,1.0242,3.4614,260.788,148.2161,187.5746,0.4518,12.425
CMPD-1400,95.1377,656.9699,56.9414,19.1028,1.3531,3.4405,242.1923,109.8178,109.8565,0.7191,42.5252
CMPD-1401,78.4863,686.1111,97.4419,23.571,1.1392,1.6782,162.7031,60.4521,136.2276,0.1543,24.7143
CMPD-1402,84.7444,840.4903,61.7948,19.9919,1.2574,1.4918,99.3868,107.9617,83.2451,0.8694,45.4542
CMPD-1403,93.9765,668.3609,56.1955,19.7887,1.3728,3.492,230.7726,107.3256,112.1272,0.747,39.9712
CMPD-1404,90.5861,730.9624,93.4067,11.783,1.1784,0.9103,228.1065,58.422,112.9479,0.4238,14.7913
CMPD-1405,99.9144,859.2856,94.7403,16.1818,1.0808,3.3611,250.0974,145.0681,188.3711,0.4509,13.0314
CMPD-1406,92.3195,697.8232,97.9169,12.0327,1.1162,0.8641,237.9666,56.511,116.2656,0.4275,14.3984
CMPD-1407,89.5658,855.2239,63.564,21.0853,1.197,1.3848,109.9459,104.0871,84.6,0.8591,44.3741
CMPD-1408,94.6501,719.3399,92.4875,12.2233,1.0751,0.8927,233.0536,61.2544,115.3468,0.4222,14.0224
CMPD-1409,83.0247,641.2923,99.5771,22.3102,1.1929,1.6324,166.4142,63.4793,121.5663,0.1508,25.1936
CMPD-1410,91.9968,656.8855,55.2113,19.8899,1.3516,3.6342,236.6398,107.9839,111.5038,0.7308,39.944
CMPD-1411,82.6138,592.1129,98.7879,21.301,1.4905,1.9083,182.8206,82.4922,73.1833,0.8688,13.9506
CMPD-1412,96.8037,682.4778,88.6909,12.5723,1.1173,0.8576,255.2102,61.0657,115.5094,0.4103,13.5498
CMPD-1413,85.0748,635.7049,95.3157,22.5349,1.461,1.9177,192.219,80.6566,73.4115,0.84,14.8226
CMPD-1414,82.6831,599.8662,93.8676,21.2909,1.4276,2,192.5032,85.6666,69.6951,0.9081,13.9075
CMPD-1415,90.9969,653.4114,54.6533,20.4826,1.474,3.619,231.3926,106.7308,112.4911,0.7015,41.6345
CMPD-1416,93.0732,666.2985,72.6026,16.1084,1.4045,1.5274,214.4997,69.2787,55.0555,0.7755,19.2257
CMPD-1417,86.9348,735.5762,87.0356,12.8928,1.0892,0.8882,241.8645,58.796,104.5376,0.4123,13.7478
CMPD-1418,81.3279,725.7227,63.8383,15.8404,0.9833,3.309,300.1686,53.8112,84.7414,0.8814,38.912
CMPD-1419,81.3056,609.1758,94.2904,20.8105,1.5313,1.9198,196.859,83.8454,78.9029,0.8447,14.7325
CMPD-1420,90.7431,705.6971,87.8821,11.8124,1.0949,0.8939,232.6155,61.287,116.4254,0.4225,14.7248
CMPD-1421,79.5111,648.3992,99.6445,22.5825,1.2181,1.5273,170.9717,59.6763,133.4709,0.154,25.5914
CMPD-1422,82.2461,642.176,99.599,24.3715,1.2271,1.6038,160.8048,61.1678,126.7746,0.1469,25.1795
CMPD-1423,95.9944,679.5741,58.9659,20.2994,1.3521,3.3529,246.344,106.9468,111.3207,0.7107,41.938
CMPD-1424,78.0919,699.7757,58.292,16.4879,1.0203,3.4754,283.9329,52.0189,82.8432,0.9337,42.3631
CMPD-1425,93.5465,693.3673,59.9469,19.2384,1.3882,3.5952,245.8967,111.1798,108.8804,0.6921,41.075
CMPD-1426,85.5173,732.7752,59.6946,15.3052,1.0675,3.2875,293.54,55.9708,79.2696,0.8909,42.9842
CMPD-1427,98.2133,887.0043,93.5492,16.0074,1.0422,3.5324,256.4845,138.0485,183.348,0.4293,12.4397
CMPD-1428,97.6192,793.9132,89.2515,15.5482,1.0974,3.5091,273.1847,141.6267,189.7189,0.4495,12.5256
CMPD-1429,80.8256,589.7746,98.6091,21.5232,1.3791,1.9226,183.5973,82.4709,70.2449,0.8442,13.8592
CMPD-1430,98.8211,868.5212,95.4262,15.873,1.0331,3.4945,272.0292,145.5778,187.5654,0.4676,12.823
CMPD-1431,95.7367,692.233,71.8662,15.5829,1.3665,1.5299,225.068,71.3064,52.1533,0.8516,18.1679
CMPD-1432,82.5151,651.8654,107.5588,23.677,1.2045,1.6499,162.8195,61.6351,129.463,0.1464,24.2024
CMPD-1433,92.2747,691.9824,72.885,15.7054,1.3546,1.5147,217.5464,68.2575,53.0787,0.8283,19.1502
CMPD-1434,82.2083,650.2812,92.5138,23.785,1.2539,1.6142,161.282,60.4012,126.1355,0.1558,24.3043
CMPD-1435,94.9748,850.6866,89.5944,15.498,1.0532,3.5319,264.4694,140.721,191.1841,0.4291,12.4155
CMPD-1436,95.6951,648.0504,56.5777,19.3405,1.4689,3.4709,232.927,112.563,110.0484,0.6944,44.3171
CMPD-1437,91.9117,652.8155,53.8357,19.306,1.3331,3.5476,229.5744,104.7777,102.6042,0.7502,41.853
CMPD-1438,96.8447,669.2937,70.7979,15.0529,1.4697,1.5578,210.876,67.2693,52.6808,0.8085,19.0824
CMPD-1439,94.9898,837.7687,88.8733,16.5414,1.0667,3.4951,273.644,147.2554,178.356,0.4476,11.7747
CMPD-1440,95.7279,692.5129,57.8882,19.899,1.3239,3.4314,242.3742,102.3673,110.9821,0.6902,41.8481
CMPD-1441,84.4251,638.6257,99.8971,23.1145,1.2024,1.6739,173.0921,59.6664,132.6531,0.1529,26.0623
CMPD-1442,90.433,704.1117,71.202,15.3214,1.4085,1.5348,221.6741,68.3168,54.0614,0.8616,18.6077
CMPD-1443,87.022,663.0028,100.652,23.2036,1.1654,1.639,158.9388,58.8665,124.3926,0.1572,25.5992
CMPD-1444,95.7705,667.5143,56.9231,19.9824,1.3466,3.5366,232.0642,108.9567,104.9579,0.7207,41.2301
CMPD-1445,91.7768,826.838,60.8756,20.5003,1.2365,1.4551,102.6591,110.2461,79.3194,0.8735,43.2771
CMPD-1446,81.2311,724.3156,62.6438,15.8618,1.0711,3.3901,284.5029,55.4832,78.5623,0.8964,42.3091
